"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_ddv6"	"Preferred_name"	"Description"
"h1SMcG0000405"	4.00600771499608	1.69155041579101	0.797325648589862	2.12153016622839	0.033877212117198	0.999907097281547	"dd_Smed_v6_294_0_2"	"KHDRBS3"	"RNA binding"
"h1SMcG0002552"	17.2896625286727	-0.947614642680625	0.456838456432115	-2.07428825077785	0.0380525483348709	0.999907097281547	"dd_Smed_v6_135_0_1"	"-"	"-"
"h1SMcG0002554"	30.7907020147741	-0.851516510462309	0.32753038418971	-2.59980921333118	0.00932756023200051	0.999907097281547	"dd_Smed_v6_315_0_1"	"-"	"-"
"h1SMcG0002556"	38.6087506307869	-0.754869367523404	0.304959880352813	-2.47530713433545	0.0133121640158916	0.999907097281547	"-"	"-"	"-"
"h1SMcG0002557"	98.8675166309407	-0.764661333915734	0.198347682279855	-3.85515638562818	0.000115655672823749	0.439375901057423	"-"	"-"	"-"
"h1SMcG0002559"	165.208504494251	-0.615094910898969	0.157409294389841	-3.90761494283572	9.32117011247233e-05	0.439375901057423	"-"	"-"	"-"
"h1SMcG0002829"	2.53707809664543	2.68570040573185	1.23635101218163	2.17227986168162	0.0298345600646914	0.999907097281547	"dd_Smed_v6_12019_0_2"	"-"	"-"
"h1SMcG0003236"	2.96118045087373	2.43820437860864	1.06165014174918	2.29661757930107	0.0216405949212876	0.999907097281547	"dd_Smed_v6_1148_0_1"	"C12orf10"	"locomotory exploration behavior"
"h1SMcG0003897"	4.42743981854512	1.52078208731609	0.768672015012177	1.97845382375733	0.0478775329071228	0.999907097281547	"dd_Smed_v6_9569_0_1"	"VPS13B"	"Vacuolar protein sorting-associated protein 13B"
"h1SMcG0006967"	4.25238169055334	1.92859923744723	0.794688783189114	2.42686102817217	0.0152300885779831	0.999907097281547	"dd_Smed_v6_4670_0_1"	"GNB4"	"protein-containing complex binding"
"h1SMcG0011284"	3.9895610814457	-1.94349372306593	0.840695256674572	-2.31176958313474	0.0207903844707002	0.999907097281547	"dd_Smed_v6_8902_0_1"	"MSI1"	"RNA-binding protein Musashi homolog"
"h1SMcG0011389"	11.5414261986116	-1.5155048765239	0.605503855351778	-2.50288229072206	0.0123186506473643	0.999907097281547	"dd_Smed_v6_91_0_1"	"FCGBP"	"binding of sperm to zona pellucida"
"h1SMcG0016956"	2.6881422351548	2.47927285601812	1.17325483620761	2.11315801095016	0.0345872458329936	0.999907097281547	"dd_Smed_v6_10792_0_1"	"TFAP4"	"protein dimerization activity"
"h1SMcG0017228"	2.92297524556791	2.12241503619647	1.05785588940996	2.00633664513631	0.0448203427892445	0.999907097281547	"dd_Smed_v6_5705_0_1"	"NGLY1"	"peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity"
"h1SMcG0017554"	2.78579581149646	-2.30290957024699	1.14551117169074	-2.01037722473538	0.0443912791085959	0.999907097281547	"dd_Smed_v6_3247_0_1"	"TBL1XR1"	"F-box-like WD repeat-containing protein"
"h1SMcG0017593"	6.01635387959874	1.3707087364731	0.66053741749396	2.07514169549015	0.0379734043805951	0.999907097281547	"dd_Smed_v6_2744_0_1"	"-"	"ubiquitinyl hydrolase activity"
"h1SMnG0004124"	60.3014951899453	-0.643633748485515	0.252327929029914	-2.55078282836146	0.0107481276629032	0.999907097281547	"-"	"-"	"-"
"h1SMnG0004159"	49.7465827777205	0.500094053096024	0.251742163162262	1.98653275563412	0.0469741994666477	0.999907097281547	"-"	"-"	"-"
"h1SMnG0009126"	2.50489467016202	2.44367090189127	1.2304528205128	1.98599317353171	0.0470340819096112	0.999907097281547	"-"	"-"	"-"
"h1SMnG0035070"	43.0873359001457	0.595672697539519	0.284712279316549	2.09219180489661	0.03642136129806	0.999907097281547	"-"	"-"	"-"
