"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_ddv6"	"Preferred_name"	"Description"
"h1SMcG0000669"	4.9075984975513	1.50229147720031	0.744844114235607	2.01692065291008	0.0437037944149105	0.999807581112549	"dd_Smed_v6_7211_0_1"	"PITPNM2"	"DDHD"
"h1SMcG0001346"	11.514547111405	-1.21619707057861	0.483201026086261	-2.51695879131162	0.0118372673148889	0.999807581112549	"dd_Smed_v6_873_0_1"	"BHMT"	"betaine-homocysteine S-methyltransferase activity"
"h1SMcG0002319"	12.5311874654844	-1.14402100148598	0.467853142563509	-2.44525663591259	0.0144749101058017	0.999807581112549	"dd_Smed_v6_4367_0_1"	"ABAT"	"4-aminobutyrate aminotransferase"
"h1SMcG0004566"	3.4325176063794	-1.99211657890259	0.964109787430229	-2.06627565125383	0.038802459146531	0.999807581112549	"dd_Smed_v6_12208_0_1"	"-"	"-"
"h1SMcG0005402"	6.86566664513431	1.49477762685371	0.631364149329786	2.3675364343073	0.0179069568023267	0.999807581112549	"dd_Smed_v6_11826_0_1"	"dock7"	"dedicator of cytokinesis"
"h1SMcG0006467"	5.64422169965088	1.70313255939637	0.729003759067167	2.33624660807743	0.019478392445649	0.999807581112549	"dd_Smed_v6_17106_0_1"	"HECTD1"	"HECT domain containing E3 ubiquitin protein ligase 1"
"h1SMcG0009483"	3.92293231683694	-1.76563404319748	0.86853164171731	-2.03289547368288	0.0420630844385377	0.999807581112549	"dd_Smed_v6_16869_0_1"	"SLC26A2"	"secondary active sulfate transmembrane transporter activity"
"h1SMcG0010119"	5.02099518159933	-1.93713638281168	0.756435093686153	-2.5608758755122	0.0104408651860032	0.999807581112549	"dd_Smed_v6_11123_0_1"	"ROBO1"	"roundabout"
"h1SMcG0011684"	2.45923199839294	-2.80947898441143	1.35665791645957	-2.07088238702299	0.0383697885131144	0.999807581112549	"dd_Smed_v6_2170_0_1"	"TRAF1"	"factor 1"
"h1SMcG0015118"	23.9064556650658	-0.72271484819387	0.353212895745701	-2.04611682330589	0.0407448781849062	0.999807581112549	"dd_Smed_v6_5728_0_1"	"-"	"-"
"h1SMcG0015771"	26.9804751061078	-0.981792888616955	0.333432125293015	-2.94450598530112	0.00323470689870427	0.999807581112549	"dd_Smed_v6_4377_0_3"	"DMGDH"	"Dimethylglycine dehydrogenase"
"h1SMcG0016505"	6.5589484823793	-1.61367462565582	0.659399089511205	-2.44718964785346	0.0143975059671642	0.999807581112549	"dd_Smed_v6_757_0_2"	"HNRNPAB"	"epithelial to mesenchymal transition"
"h1SMcG0016738"	7.56067816250196	-1.49358446796764	0.611365813773265	-2.44302909047113	0.0145645632316945	0.999807581112549	"dd_Smed_v6_6337_0_1"	"PAH"	"Phenylalanine hydroxylase"
"h1SMcG0017069"	7.01166252074729	-1.38353405095147	0.611402462651772	-2.26288596377387	0.0236427198681213	0.999807581112549	"dd_Smed_v6_12732_0_1"	"-"	"negative regulation of growth rate"
"h1SMcG0018872"	5.42902412667477	1.4136428141293	0.694214158347402	2.03632092075811	0.0417181403991076	0.999807581112549	"dd_Smed_v6_3638_0_1"	"-"	"factor 11"
"h1SMcG0020839"	5.54193445662922	-1.93865308372755	0.743423472454016	-2.60773725280441	0.00911428845218535	0.999807581112549	"-"	"-"	"Serine/Threonine protein kinases, catalytic domain"
"h1SMcG0022824"	5.15276344228567	1.49560776654722	0.750408431895887	1.99305831728011	0.0462550616166092	0.999807581112549	"-"	"-"	"-"
"h1SMnG0002740"	9.00382451031999	-1.32870234691636	0.545101676290568	-2.43753120694512	0.0147879377393752	0.999807581112549	"-"	"-"	"-"
"h1SMnG0006299"	5.18816920183195	1.61834084628237	0.740552943906566	2.18531417584447	0.0288658187083758	0.999807581112549	"-"	"-"	"-"
"h1SMnG0009124"	27.9045749842201	0.74708862557703	0.327932372384872	2.27817894324938	0.0227159183113557	0.999807581112549	"-"	"-"	"-"
"h1SMnG0009126"	74.2229807088324	0.738374916044495	0.223856138303433	3.29843497542891	0.000972253954989432	0.999807581112549	"-"	"-"	"-"
