gene	Currie_et_al_Lhx_LFC	This_study_Lhx_LFC	Currie_et_al_Pitx_LFC	This_study_Litx_LFC
h1SMcG0000585	-0.0272384329131171	-0.551519301092977	-0.0613105155362089	-0.447149265112992
h1SMcG0000586	-0.155161860903432	-0.0289640131714136	-0.199150012320301	-0.0794975790266977
h1SMcG0000587	-0.13584314088236	0.0702283161701131	-0.0774256531152503	-0.0589359592804489
h1SMcG0000588	-0.135352449404256	0.0250858491677279	-0.139307491930724	-0.0987231631185545
h1SMcG0000592	-2.23774847832105	-0.289428007040789	-2.49008188417061	-0.171616954336753
h1SMcG0000596	-0.202350039715181	-0.87210338069257	-0.0118476860149128	-0.487883885505582
h1SMcG0000597	-0.362804162104458	-0.464923920062011	0.834956878738183	0.528224000624525
h1SMcG0000598	2.11683245360683	0.162748247668077	0.11118411261922	-1.12365572841353
h1SMcG0000601	0.689461996322981	-0.320798142965598	-0.13719367406304	0.0224930165871358
h1SMcG0000609	0.209711152274546	1.59561963016319	0.303796370622462	0.661647807014237
h1SMcG0000612	-0.0725624797510798	0.0385847748951574	-0.167223164219212	0.054065115807612
h1SMcG0000614	-0.0099472698251642	0.517814100256361	-0.182033719774486	0.00753983139048264
h1SMcG0000615	0.241456418196891	0.176549890673978	0.129645225847434	-0.0252992377306819
h1SMcG0000616	0.119279842356946	0.866571124037099	0.211638381214042	0.133043385108617
h1SMcG0000617	-0.0718456680354701	0.35388987551098	0.0978943336732553	0.105286833292985
h1SMcG0000618	-0.116287259096083	-0.410100357322097	-0.026776300150427	-0.239433188977377
h1SMcG0000619	0.000930595156542326	0.0458033781185669	-0.137374113592921	0.114742063836559
h1SMcG0000620	0.0606013446143945	0.150973472905001	-0.0360152446799995	0.204485718353854
h1SMcG0000621	-0.181670051290432	1.44119572856188	-0.244141715834348	-1.09117440207141
h1SMcG0000622	-0.175419195802154	-0.311113819360883	0.277908674393685	0.45879171759245
h1SMcG0000623	0.165898608470001	-0.00294919536817406	0.0417935212765721	-0.0580775320499424
h1SMcG0000626	-0.0555485514185891	0.346177949169817	-0.0658206659356139	0.209440876989384
h1SMcG0000627	-0.00616023554916333	0.0248491624459532	-0.106149190061197	-0.363599211432798
h1SMcG0000628	-0.0237783583487312	0.205908062852939	-0.00135231650580448	-0.0764218096056388
