h1SMcG0000654	h1SMcG0000654	Gene Expression
h1SMcG0000655	h1SMcG0000655	Gene Expression
h1SMcG0000656	h1SMcG0000656	Gene Expression
h1SMcG0000657	h1SMcG0000657	Gene Expression
h1SMcG0000658	h1SMcG0000658	Gene Expression
h1SMcG0000659	h1SMcG0000659	Gene Expression
h1SMcG0000660	h1SMcG0000660	Gene Expression
h1SMcG0000661	h1SMcG0000661	Gene Expression
h1SMcG0000662	h1SMcG0000662	Gene Expression
h1SMcG0000664	h1SMcG0000664	Gene Expression
h1SMcG0000665	h1SMcG0000665	Gene Expression
h1SMcG0000666	h1SMcG0000666	Gene Expression
h1SMcG0000667	h1SMcG0000667	Gene Expression
h1SMcG0000668	h1SMcG0000668	Gene Expression
h1SMcG0000669	h1SMcG0000669	Gene Expression
h1SMcG0000670	h1SMcG0000670	Gene Expression
h1SMcG0000671	h1SMcG0000671	Gene Expression
h1SMcG0000673	h1SMcG0000673	Gene Expression
h1SMcG0000674	h1SMcG0000674	Gene Expression
h1SMcG0000675	h1SMcG0000675	Gene Expression
h1SMcG0000677	h1SMcG0000677	Gene Expression
h1SMcG0000678	h1SMcG0000678	Gene Expression
h1SMcG0000679	h1SMcG0000679	Gene Expression
h1SMcG0000680	h1SMcG0000680	Gene Expression
